Event ID,Timestamp,Source IP,Destination IP,User Agent,Attack Type,Attack Severity,Data Exfiltrated,Threat Intelligence,Response Action,Label
4990,2840,9649,7853,7311,1,1,0,19314,1,0.0
2248,5775,364,16349,13353,1,0,0,8604,2,1.0
16797,11497,7832,16968,9126,0,2,1,9413,2,0.0
8867,13202,10313,17686,10172,1,0,0,10218,1,0.0
7044,6406,19000,844,147,0,2,0,8655,1,0.0
19160,16513,16843,15498,12810,0,1,0,18434,0,
11552,17102,16357,935,9128,1,3,0,1638,1,0.0
11890,15806,8102,10329,597,1,3,0,14942,2,0.0
5872,2424,8694,17997,9229,1,3,0,14912,3,1.0
58,7497,14992,10745,1358,1,0,0,5429,0,0.0
12912,11283,16701,4916,10272,0,2,0,17388,2,0.0
8194,13990,10984,12254,9364,1,2,0,12344,3,0.0
4364,14172,8479,10929,7313,0,0,0,10050,2,0.0
18399,2363,2501,16214,13605,0,1,0,5563,1,0.0
2577,9112,7090,18591,15341,0,3,0,8998,2,0.0
11301,11753,1292,6802,2761,1,1,0,5407,1,0.0
11458,9808,14626,2099,13734,0,0,0,1201,2,0.0
15551,11505,18184,6506,9381,0,1,0,1148,2,0.0
7104,17662,7697,1591,7394,1,0,0,14886,0,0.0
17594,6843,17769,18871,9180,0,2,0,13581,0,0.0
14606,1344,6991,11859,11798,1,2,0,16482,3,0.0
782,7252,14012,4753,9021,1,3,0,7095,1,0.0
12572,15882,11446,19614,1323,0,2,0,2661,2,
16995,5595,783,11294,9094,0,3,0,17896,3,0.0
5484,14665,10466,312,7220,0,2,0,14240,0,0.0
4327,2382,2549,6447,7494,0,2,0,3885,3,0.0
13416,9872,11491,6081,9060,0,2,0,7656,1,0.0
3848,15467,13320,19509,3910,1,1,0,7655,0,0.0
13828,7787,12272,16522,8153,0,0,0,16404,0,
2881,1442,11071,12339,9102,0,3,0,19629,2,
17865,12413,3396,13958,6156,0,2,0,550,1,0.0
14765,18172,1474,1853,14826,0,3,1,6480,0,0.0
8441,12201,1519,9098,2218,1,0,0,6610,1,0.0
986,5816,10503,4004,9077,1,2,0,7244,2,
11614,259,6466,5807,11668,0,2,0,14631,1,0.0
2256,3915,9577,5004,9355,0,2,0,17081,0,
2622,13439,6379,15203,355,0,0,0,12899,3,0.0
1793,2255,19896,9015,9641,0,1,0,7442,0,0.0
9242,1202,19330,692,9246,0,1,0,5434,0,0.0
1903,8826,5868,9654,9362,1,0,0,14010,1,
9559,19713,6331,2706,10320,1,2,0,5299,1,0.0
16685,1160,12817,7451,16173,0,3,0,5191,3,0.0
5735,8726,8641,16700,782,1,3,0,8296,1,0.0
4590,4798,3023,19442,5522,1,1,1,17478,0,0.0
386,8303,18758,13910,5422,1,2,0,14859,1,0.0
18678,19274,4382,10513,7291,1,0,0,3179,2,0.0
7971,5371,8470,2318,1294,1,1,0,4597,1,1.0
19792,785,6764,4196,22,0,1,0,10302,0,
7842,17752,11260,6174,9374,0,0,0,18783,1,0.0
11185,14187,4729,10284,4696,0,1,0,12709,0,1.0
11911,10883,8198,9143,9380,1,1,0,18881,3,1.0
15388,6501,17473,15976,4763,0,3,1,4445,0,0.0
12314,11258,14232,1453,7180,1,3,0,11255,3,0.0
14782,1660,18511,18884,5288,0,0,0,9170,2,0.0
8172,12293,752,4017,12027,1,2,0,5787,2,0.0
8924,12135,12516,13074,13035,1,0,0,3275,3,0.0
7980,2238,5380,10913,9377,0,2,0,613,0,0.0
2308,13664,3570,13677,9049,0,0,0,19517,1,0.0
831,17615,9938,11440,1870,1,2,0,4634,0,0.0
11538,6287,168,7433,11095,0,2,0,19421,0,0.0
14927,3660,11859,4757,13279,1,3,0,1678,0,0.0
13396,4307,11898,11661,12774,1,2,0,13571,0,0.0
15241,14097,11782,6629,9483,1,1,0,8484,2,0.0
17601,11506,109,15339,11825,0,3,0,18543,2,
6568,12657,8922,13180,4048,1,0,0,5949,2,0.0
4016,5580,3336,19986,12857,1,1,0,11058,1,0.0
12227,15101,11255,13191,11772,0,3,0,18375,2,
17113,3328,448,11044,9425,0,2,0,2085,2,0.0
2528,9893,19412,3787,11485,0,0,0,9037,2,
7430,2357,8036,13590,13287,1,0,1,2851,0,
2341,16066,11712,4777,5869,1,3,0,17460,3,0.0
14569,5695,10357,16918,3838,1,0,0,3121,0,0.0
11717,19558,12277,6874,11497,0,3,0,5168,3,1.0
8046,12993,13443,3298,786,1,1,1,9514,1,0.0
5595,1631,14945,13085,12199,0,0,0,8630,0,0.0
16955,18637,2925,17325,4998,1,2,0,16682,1,0.0
10917,16604,12983,959,9158,1,3,0,14779,3,0.0
9802,16603,218,10916,9201,1,0,0,7878,0,
16224,16101,19081,19552,9124,0,3,0,8002,0,1.0
2875,17355,15332,375,4177,0,2,0,19736,3,0.0
10725,5498,18235,12090,13337,0,1,0,2149,1,0.0
18057,6264,1885,2457,5004,1,2,0,17487,3,0.0
7323,7903,11680,6473,9166,0,2,0,18611,2,0.0
3246,5854,1568,1065,15289,1,2,1,18368,2,0.0
2088,11358,17299,17010,14663,0,0,0,19242,3,0.0
18589,2407,7518,19758,11870,1,0,0,17494,3,0.0
9457,2940,16892,18405,7968,0,2,0,12399,3,
17979,8920,14574,7233,6743,1,1,0,12175,2,0.0
364,11375,16253,14296,10339,1,0,0,10331,2,0.0
9127,3455,7528,298,6569,0,0,0,12948,1,0.0
6564,13178,6952,14086,4227,0,2,0,980,0,0.0
68,14904,8519,2038,9380,0,1,0,16654,2,0.0
18084,15118,2582,2880,620,0,3,0,15217,0,
1176,12334,7617,1529,1037,0,2,0,2068,2,0.0
7930,14897,11481,12804,13859,1,1,0,13965,3,0.0
4119,1523,3115,11039,4519,0,0,0,9670,2,
2834,8595,5296,3259,2104,0,3,0,13671,2,0.0
9076,5985,10979,1,4663,0,2,0,3113,0,0.0
9729,17795,1359,9005,15952,0,0,0,5992,0,1.0
16794,4173,10674,11063,9282,0,0,0,11092,1,0.0
7154,7190,6845,13880,2175,1,0,0,8274,0,0.0
10115,6343,8106,606,8998,1,3,0,785,1,
6863,193,16223,281,8314,1,0,0,555,1,0.0
14298,2953,6312,3000,4472,0,2,0,8753,3,0.0
10896,1025,10790,8144,5107,0,2,0,13892,2,0.0
1350,9953,17829,17717,106,1,1,0,16574,0,0.0
19188,16687,1102,15557,13096,0,2,1,5572,3,0.0
6776,8971,16650,5510,14740,0,0,0,17172,1,0.0
14089,2714,1780,812,11789,1,3,0,4095,2,0.0
11774,18032,2027,599,2705,0,0,0,3527,3,0.0
16944,14840,2119,2926,5334,1,2,0,18568,3,0.0
4653,2426,9315,8700,9063,0,3,0,6487,0,0.0
4009,7363,9508,16651,9044,1,3,0,2318,1,0.0
6525,4020,1800,7156,7672,0,3,0,5726,3,
467,5836,3595,8186,10910,1,0,0,14091,3,
12701,1778,9147,10272,14383,1,0,0,10226,3,0.0
14512,14370,2577,14100,9598,1,1,0,6880,0,0.0
19213,7158,11410,13840,13815,0,3,0,12893,0,
2294,19436,10589,7761,8066,1,0,0,11783,1,
8116,2214,15263,6016,13517,1,1,1,705,3,0.0
19102,8655,6040,7318,12175,0,2,0,3647,1,1.0
16303,15845,19807,17006,11626,1,1,0,11105,0,0.0
15302,16583,9931,18126,10176,1,3,0,4328,2,0.0
4064,6074,1610,864,4641,1,1,0,17378,0,0.0
5903,9172,10840,3037,6522,0,3,0,2410,0,0.0
8755,13044,3251,8754,9280,1,3,0,14807,2,0.0
10766,12824,6210,17264,9186,1,3,0,17509,3,0.0
4085,13661,9727,10548,9109,1,3,0,17869,0,0.0
3110,13885,810,2259,6694,1,2,0,14311,1,1.0
9107,8044,4523,16943,15827,0,1,0,4257,2,
8855,18676,14291,9696,8338,1,1,0,11159,2,0.0
7118,1976,9109,804,6825,0,2,0,11334,0,
15422,11304,5484,6887,12742,0,1,0,6994,0,0.0
2090,17577,18908,13654,10908,0,1,0,7622,3,
11847,14287,12911,140,9324,0,0,0,17670,1,0.0
8492,13777,17601,18404,14467,0,3,0,440,1,
4369,11459,254,5503,955,1,2,0,4839,0,0.0
12041,18305,18091,9559,9370,0,1,0,13951,1,0.0
1998,13080,7991,8770,9195,0,2,0,15288,2,0.0
11332,17921,4720,11288,13302,0,1,1,6761,1,0.0
16327,19318,9449,7560,12303,1,1,0,19261,2,0.0
9539,5360,16805,3870,9025,1,0,0,9765,3,0.0
7486,12497,15249,7359,8464,1,1,0,14301,0,0.0
14238,16369,11099,19804,879,0,0,0,13136,2,0.0
17722,9647,11995,4853,6198,0,3,0,7704,1,
18667,18945,10811,11387,1913,0,1,0,16576,0,0.0
14610,15881,16727,6557,8676,1,2,0,9233,2,1.0
13453,13035,16739,105,8428,0,2,0,17329,2,0.0
14565,10176,4056,5119,15465,1,2,0,1841,0,0.0
14746,9125,13987,232,4693,1,0,0,19215,2,0.0
17956,12358,19411,10237,9311,1,2,0,19148,0,
3692,977,13593,5655,9092,1,2,0,3177,1,0.0
329,7270,17844,12284,8946,1,1,0,522,2,
13548,9044,7010,12877,1820,1,3,0,17212,3,0.0
15546,15172,9614,7465,3768,1,1,0,525,1,0.0
15433,16314,16954,16977,6466,1,2,0,13217,1,0.0
12942,14088,12496,13691,9369,0,3,1,6817,3,0.0
11083,13491,10839,16202,9069,0,0,1,6339,2,0.0
16458,1611,19303,13101,10149,0,0,0,464,1,0.0
7118,1976,9109,804,6825,0,2,0,11334,0,1.0
1192,17655,10153,19794,8967,0,0,0,4212,0,0.0
15563,2560,12217,19242,15482,1,3,1,14242,0,
6338,5507,7072,8611,9299,1,3,0,3446,2,0.0
19127,17411,10565,10980,10193,1,0,0,13797,1,0.0
2008,10864,4676,10582,843,0,2,0,14600,3,0.0
8367,13751,14169,9350,5972,1,0,0,14374,2,0.0
17086,15274,16359,19063,7417,1,1,0,8635,3,0.0
4952,6270,12208,19431,3869,1,3,0,13648,2,1.0
19973,12670,4713,3722,9605,0,2,0,2295,3,0.0
2377,3404,6682,7926,10418,1,3,0,69,3,
10577,1734,4000,18,9002,1,3,1,12790,1,
4403,2653,16200,18652,14409,1,3,0,1533,0,
675,11268,5536,3643,6102,1,2,0,1443,2,0.0
17455,9495,19753,8189,11698,1,1,0,2888,3,0.0
3948,6330,2785,2997,4022,0,0,0,7681,1,0.0
9814,6375,1502,19995,15405,0,3,0,5185,0,0.0
15634,15622,17200,15818,15092,1,2,1,11853,3,0.0
4916,10145,18134,3863,2621,1,1,0,7796,0,1.0
4803,15310,11216,13391,8201,1,0,0,16508,1,0.0
18678,19274,4382,10513,7291,1,0,0,3179,2,0.0
19431,17468,17042,12943,9024,1,1,0,15086,3,
16926,6191,17782,4708,15569,0,1,0,9056,1,
17034,4288,14447,14008,10471,1,3,0,17858,2,0.0
5667,17136,8897,3255,15,1,3,0,12642,1,0.0
2194,11971,7889,10170,16054,0,3,0,11982,1,0.0
15221,1415,1520,13656,11252,0,2,0,17326,2,0.0
11070,12110,8681,14255,2393,1,3,0,7794,0,0.0
19450,16449,11144,17155,8765,0,3,0,8012,0,
12163,7277,12660,18051,5698,1,2,0,9725,1,0.0
6013,4332,9221,8246,887,0,1,0,10449,0,0.0
19442,8725,5765,17527,15337,1,0,0,15371,3,0.0
12590,6369,8975,7358,9157,0,1,0,4672,3,1.0
11437,3508,5846,9866,10113,0,0,0,12599,1,
5329,2414,11985,13616,6834,0,2,0,5859,3,
7977,10666,13675,16598,1986,1,0,0,248,0,0.0
5056,16923,749,19308,15642,0,1,0,19123,2,0.0
2422,19734,10755,17813,9000,0,3,0,19494,0,
11020,9317,16591,4143,9332,0,2,0,19757,3,0.0
18621,13730,9309,13727,286,1,3,0,1064,2,
15260,12688,3612,7168,12263,1,0,0,13320,2,0.0
12728,349,17693,229,15420,1,0,0,3967,0,0.0
11083,13491,10839,16202,9069,0,0,1,6339,2,0.0
13798,5961,10308,16686,9360,1,1,0,15503,3,
3457,6167,8044,2927,5694,0,3,0,13514,0,0.0
7317,550,10784,14657,4819,1,3,0,10825,1,
16713,7465,13696,2095,15411,0,3,1,5248,0,0.0
4871,17908,14990,5520,4198,0,2,0,8511,3,0.0
6093,14853,5181,3077,9313,1,1,1,19386,3,0.0
7008,13168,5478,13031,6368,0,2,0,1221,1,0.0
220,17697,3007,13518,6506,1,1,0,7187,0,0.0
6994,10564,14145,6123,1403,0,0,0,3202,3,0.0
5133,8351,16742,19876,10069,1,1,0,2572,0,
9822,2309,3776,9152,10922,1,3,0,7643,2,0.0
7176,15951,19375,14030,12566,1,3,1,6564,1,0.0
5297,3774,19160,7400,11985,0,3,1,217,3,
15581,16634,14036,7235,10163,1,1,0,8477,3,0.0
426,15506,15581,4678,13913,1,0,0,18084,1,
5552,9537,16059,3703,3550,1,3,0,8329,1,0.0
6750,16995,15068,2290,9033,0,2,0,11717,0,0.0
61,14992,5522,18577,9146,0,0,0,4816,1,0.0
14123,11754,12619,3094,14121,0,0,0,3312,3,0.0
15211,13140,4981,13725,6111,1,0,0,7953,2,0.0
18050,18555,9230,10803,9202,0,3,0,4491,1,0.0
1322,15987,3156,13318,8757,1,2,0,10509,1,0.0
18420,3569,7085,18184,10870,0,3,0,9768,0,0.0
11977,8407,6945,1097,8953,1,0,0,11445,0,0.0
18298,3031,1937,4550,8191,0,1,0,18717,2,0.0
6813,5696,15771,7688,16005,0,0,0,8570,0,0.0
17256,15521,5587,15056,9203,1,3,0,14239,0,0.0
16801,16259,1860,1387,7597,0,3,0,16567,0,0.0
15164,16081,11935,11852,2751,0,0,0,2727,1,0.0
14357,14183,10989,3372,600,0,2,0,9367,0,1.0
7671,5364,18526,13375,9175,1,0,0,9317,0,0.0
6266,19197,17036,12143,9325,0,0,0,3066,0,
1985,18587,12135,8305,7874,0,2,0,90,0,0.0
7271,11710,12501,11508,16183,1,1,0,2634,0,
15913,6739,16908,6626,6283,1,0,0,19277,3,0.0
11982,10429,19827,17683,11425,0,3,0,1738,0,0.0
18028,19248,8628,8746,9168,1,2,0,11401,1,0.0
14288,5988,11224,14950,582,0,0,0,19975,2,0.0
818,6363,11269,3576,299,0,2,0,1113,1,0.0
12068,15421,19524,19373,6579,1,2,1,10348,0,
7776,12875,2541,14470,9120,0,1,0,2814,0,0.0
9742,15585,15021,11881,1110,0,1,0,8867,1,
13765,1948,4558,8536,7240,0,1,0,18353,3,0.0
12336,17926,15237,12873,9287,0,2,0,7151,0,0.0
4543,5396,6269,11162,6763,1,0,0,7000,1,0.0
8252,7851,3133,10730,6424,1,0,0,9245,2,0.0
15623,16070,7491,9952,9337,1,2,0,15642,0,0.0
5487,13869,1421,4451,10557,1,3,0,4845,2,
8585,14798,7775,15077,9063,0,2,0,6608,0,0.0
6824,6820,10372,10813,12604,1,0,0,7090,1,
10562,1072,11477,9590,9871,1,2,0,5099,2,0.0
5234,11599,4351,12269,9349,0,0,0,16151,0,0.0
6945,72,19900,5372,12361,0,1,0,14518,2,
17721,10994,14366,15971,5415,0,1,0,2402,3,0.0
16118,5699,17101,1059,8467,0,1,1,15760,2,0.0
7089,4895,3141,73,9335,0,3,0,6643,0,0.0
9645,1880,4324,11559,672,0,2,0,2771,3,1.0
8244,53,19183,16637,6676,1,2,0,11013,2,0.0
11564,10924,3369,8916,4159,0,0,0,13801,3,
555,307,12513,17238,9202,0,0,0,13565,3,0.0
13163,806,1702,5632,11165,1,1,1,12353,0,
12407,11615,17418,7213,9277,1,3,0,9017,0,
3202,18531,16884,12229,6551,0,2,0,17603,1,1.0
3310,8217,18078,5430,13915,1,1,0,11421,2,0.0
8154,8887,3625,2067,12368,0,3,0,11563,1,0.0
19461,1276,15887,10198,6210,1,3,0,2543,3,1.0
1943,122,7814,6052,2641,1,1,0,4679,1,0.0
13842,8430,13730,13623,9117,1,0,1,16344,1,0.0
887,10879,3183,3348,14,0,2,0,16796,3,
6763,12227,2973,17024,5000,0,3,0,17934,2,0.0
13842,8430,13730,13623,9117,1,0,1,16344,1,
5382,593,14213,15346,9511,1,0,0,19688,2,
3867,7166,10075,16979,2822,0,2,0,18623,2,0.0
976,12587,19955,12338,13379,0,1,0,819,3,0.0
1510,2801,15620,2526,9145,1,2,0,12462,2,1.0
12220,10297,2991,10189,11233,0,0,0,9543,3,0.0
6335,11406,10795,11514,6378,1,3,0,5989,1,0.0
3465,15399,16126,4122,13319,0,1,0,1314,0,0.0
843,7425,17233,10910,2199,0,0,0,4310,0,1.0
31,4253,3480,15584,9189,1,1,0,2097,2,0.0
15615,10736,11178,910,9160,0,1,0,5544,3,0.0
9591,16122,13646,5873,9058,0,2,1,18146,1,0.0
13400,2124,16613,16865,8652,0,2,0,14732,1,1.0
14196,901,2795,18108,9104,1,0,0,3932,3,0.0
14329,13635,301,3724,9217,0,1,0,1231,0,0.0
18091,17095,8814,9314,12692,0,1,0,6952,1,0.0
4974,13359,14644,8604,5638,1,2,1,13011,1,0.0
10784,19454,10112,7434,9827,0,1,0,4812,2,0.0
18570,7276,11651,3015,10292,1,3,0,2997,2,0.0
10110,371,3074,15124,15795,1,2,0,12575,0,0.0
1433,3411,12633,14440,1554,1,0,0,17641,0,
3681,15953,13208,4761,12860,0,2,0,4924,1,0.0
1690,8902,10699,13845,15121,1,0,0,11357,3,0.0
16630,693,10180,9614,15841,0,0,1,8676,1,0.0
12561,14442,7776,19290,3722,0,1,0,11909,3,0.0
4286,13399,4235,3752,7514,0,2,0,4075,0,0.0
17431,14203,10016,8321,2970,1,3,0,3431,0,0.0
5118,7604,12656,14583,4313,0,1,0,2769,0,0.0
6687,12524,11147,13337,5436,0,1,0,7479,0,
3102,8852,13172,15608,7146,1,0,0,19622,1,0.0
10725,5498,18235,12090,13337,0,1,0,2149,1,0.0
19801,18122,18271,2113,10879,0,0,0,1162,0,1.0
11316,12743,18574,13127,7557,0,2,0,12482,0,
301,7635,3099,8283,9265,1,2,0,956,3,0.0
745,6451,6477,8018,14008,1,3,0,11883,3,0.0
919,2728,1571,13927,9287,0,2,0,17180,1,0.0
7996,4842,10917,435,10851,0,2,0,4535,3,0.0
1480,17732,19890,12404,461,0,2,0,19618,2,0.0
15913,6739,16908,6626,6283,1,0,0,19277,3,0.0
16838,18440,4933,8994,9065,0,0,0,14507,1,0.0
15904,7361,19551,7951,1522,0,3,0,15550,0,0.0
18343,13195,12882,2974,9325,1,0,0,4571,3,0.0
12882,10278,18192,16532,8985,1,1,0,3131,1,0.0
13597,11978,1139,17745,1948,1,1,0,5773,3,
14942,12809,14717,10900,9833,1,1,0,11345,3,0.0
6067,3890,15820,19214,14325,0,1,0,10228,2,1.0
4910,17235,6769,9164,8998,0,0,0,9064,3,
6677,17762,3685,9085,8296,0,2,0,13577,0,1.0
4385,6901,4113,16037,9036,0,3,0,6133,2,0.0
19728,3109,2889,5222,14963,1,3,0,13174,2,0.0
15555,18935,4461,11259,10979,0,2,0,9973,1,0.0
14276,8244,13955,19451,9144,0,3,0,1256,0,1.0
4579,18994,14207,5221,11257,1,1,0,853,0,0.0
11025,15428,8653,18260,5970,0,1,0,16793,0,0.0
12513,9433,19561,5786,9809,0,0,1,8901,3,
8723,4763,19398,11882,9176,1,0,0,15279,1,0.0
18820,14226,8788,5070,5928,1,1,0,7440,3,
12427,19624,9047,856,9220,1,1,0,3150,3,
11022,13766,8097,14975,12782,0,2,0,17070,0,0.0
3131,2419,10420,5514,3990,1,3,0,10268,1,0.0
14365,6402,14423,7383,6357,1,2,0,14649,0,
9840,16108,14007,1890,14758,1,0,0,5875,1,0.0
4690,11747,15933,5750,4873,1,3,0,17982,2,0.0
10696,4966,2831,17553,12694,1,2,0,4103,3,
13484,1658,13200,11054,5651,1,1,0,2365,1,0.0
15997,9061,7115,160,12205,0,3,1,7473,2,0.0
6847,19526,14099,19252,12277,1,2,0,8544,1,
3194,2099,3300,9253,6784,0,3,0,19893,2,0.0
15838,19704,72,13154,15292,1,3,0,18265,3,0.0
17809,13135,11045,62,2785,1,0,1,10136,2,0.0
4552,19247,1754,6024,9219,0,3,0,1386,0,
11011,12678,13900,16396,11286,1,3,0,14881,1,0.0
14562,1751,19583,15948,14524,0,3,0,6698,3,0.0
11452,898,10326,3528,9277,1,0,0,6743,3,0.0
2397,1566,955,9641,2744,0,0,0,10190,3,0.0
6343,1098,3913,7097,46,0,2,0,17873,1,
3595,14021,18899,8347,13940,1,1,0,6672,1,
7791,15435,5873,8973,6927,0,1,0,16455,2,
752,16898,1066,2613,15266,1,0,0,14580,3,
3353,18013,2174,10743,727,1,3,0,10062,0,0.0
12542,14530,15255,18035,2174,0,2,0,12069,1,
1445,5260,15640,12477,9538,0,3,0,7002,0,0.0
13243,12526,17744,14578,2741,1,1,0,15318,2,0.0
6014,5220,3125,19298,6580,0,2,0,14547,2,0.0
3411,14273,15145,16765,7873,1,2,0,789,0,0.0
14030,4572,4282,2934,8154,0,3,0,17138,0,0.0
12239,14922,6206,8791,385,1,1,0,3921,0,
4944,4228,7303,5904,12642,0,3,0,11267,0,0.0
18064,512,17257,8281,9276,0,1,0,11173,3,
2501,10166,2108,19900,9121,1,1,0,4994,1,0.0
6632,626,10577,15947,2833,0,3,0,19900,3,0.0
14005,17123,610,18373,16309,0,0,0,18959,3,
502,18680,6475,19469,9499,1,0,0,5282,0,0.0
13934,11752,10626,4967,6566,1,2,0,10782,1,0.0
9432,14244,3453,13947,9003,1,3,0,2552,2,
16542,12548,407,10580,9036,1,3,0,14663,0,0.0
19974,3936,1778,12746,6178,1,2,1,12828,2,0.0
13998,3813,14440,12603,9939,0,2,0,4155,0,0.0
8059,19127,503,2420,11974,0,3,0,19638,2,0.0
8889,15092,17127,12863,14490,0,0,0,1077,0,0.0
19695,9693,2436,5172,9218,0,2,0,14162,2,0.0
5806,13157,2930,11698,15361,1,1,0,9530,2,
7622,5337,15294,13563,1425,1,0,0,7232,1,0.0
19378,6943,13994,7299,5130,0,1,0,19801,1,0.0
1656,13122,4182,13527,9230,1,1,0,6361,2,0.0
4642,19736,17147,9796,2232,1,1,1,15505,1,0.0
7392,15268,1320,16785,9305,1,3,1,2391,3,1.0
13000,2610,8950,12460,3308,0,3,0,14824,2,
8759,2224,15088,7264,5244,1,2,0,3083,2,0.0
3339,17060,7283,3090,9358,0,0,0,5557,3,
16258,8287,18170,7807,7881,1,2,0,459,3,0.0
15034,19038,5734,19321,16278,1,3,0,13292,0,0.0
13289,2497,14665,403,12007,0,0,0,19369,2,
12486,12442,2612,15989,9288,0,3,0,1222,3,
18298,3031,1937,4550,8191,0,1,0,18717,2,0.0
14886,7625,14301,1679,9650,1,0,0,14222,1,0.0
17011,14931,5405,4379,8624,1,1,0,10770,0,
7502,14617,19110,15281,704,1,0,0,3702,1,0.0
11774,18032,2027,599,2705,0,0,0,3527,3,0.0
11983,7668,13366,4079,14629,0,0,0,11224,1,0.0
7033,8520,5008,6943,9356,0,3,0,14166,2,0.0
14021,6180,4905,15529,11835,0,2,0,16095,2,
8501,4507,16284,8158,15683,0,1,0,53,3,0.0
5685,19259,12102,3738,9509,0,2,0,15614,2,
