Event ID,Timestamp,Source IP,Destination IP,User Agent,Attack Type,Attack Severity,Data Exfiltrated,Threat Intelligence,Response Action,Label
7259,2396,11796,3652,8856,1,1,0,16891,0,0.0
6552,3507,18086,9728,8371,0,1,0,9613,3,0.0
15149,17116,7624,4881,540,1,2,0,14709,1,0.0
11029,14869,7106,5867,11069,1,2,0,12995,3,0.0
14417,12517,11208,1093,11881,1,0,0,5116,3,1.0
14914,5563,3231,8425,15308,1,1,0,16963,3,0.0
3702,6331,14982,13551,14028,1,1,0,13410,3,0.0
1723,5167,4665,15432,4436,0,2,0,3674,2,0.0
8805,10175,5163,19191,739,0,2,1,8037,0,0.0
2929,17493,14728,15415,14471,1,1,0,13149,3,0.0
3864,8323,17260,12546,9913,0,3,0,6327,1,0.0
17703,17267,17509,9746,16239,1,3,0,13116,3,1.0
6508,13431,1760,10115,5797,0,1,0,7503,0,0.0
8939,18063,7412,10495,2392,1,2,0,14337,0,1.0
1924,8125,2829,4758,9097,0,1,0,7767,2,0.0
14670,15365,5539,7666,9916,0,3,0,19790,1,0.0
16703,12396,14141,13149,9095,1,1,0,19806,2,0.0
5118,7604,12656,14583,4313,0,1,0,2769,0,1.0
8419,9126,17009,13043,2702,0,3,0,5384,3,0.0
16010,1636,15878,3757,5669,0,0,0,13742,3,0.0
7687,4188,13328,1496,4501,1,1,0,905,0,0.0
11797,15720,13452,13189,7996,1,3,0,16658,2,0.0
4240,18435,10169,11532,13951,1,3,0,2315,0,0.0
12162,1800,16759,3473,9359,0,3,0,19490,1,0.0
8254,6318,2806,17602,10001,0,3,0,1343,0,0.0
6871,7488,5189,8484,12675,1,2,0,12052,0,0.0
9573,7966,10140,5332,8273,0,1,0,7742,3,0.0
12285,15013,616,11564,7201,1,0,0,16162,3,0.0
8457,4081,8353,17117,9257,0,1,1,11197,1,0.0
2283,16669,5190,9145,10103,1,1,0,4340,3,0.0
9299,1227,8211,6207,6356,1,1,0,5674,3,0.0
1816,649,8375,10396,4650,0,1,0,5014,0,0.0
17809,13135,11045,62,2785,1,0,1,10136,2,0.0
18039,17609,6683,2922,11533,0,1,1,3963,0,0.0
8257,1577,18312,16070,9701,1,0,0,13081,2,0.0
4676,359,15994,19338,9263,0,1,0,10643,2,0.0
11154,8927,517,14141,14227,1,1,0,1118,2,0.0
11879,13190,8445,1870,13882,1,2,0,14049,2,0.0
11073,7284,2186,15365,15682,0,3,0,15177,3,0.0
15652,10410,13228,3279,2899,0,2,0,6296,2,0.0
5655,14969,3113,17352,15234,1,1,0,10601,1,0.0
11350,11700,12397,18147,9363,0,2,0,19116,0,0.0
3223,5921,386,6987,9216,1,1,0,8189,2,0.0
16575,12989,8039,14867,12592,0,2,0,19782,0,0.0
4696,2600,17306,1693,2546,1,1,0,12198,2,0.0
17871,340,8062,16797,13119,0,0,0,14749,0,0.0
13467,11468,13975,4695,14201,1,2,0,5916,2,1.0
5559,7011,15909,13777,1386,0,2,0,13396,2,0.0
1684,2147,17821,10204,7331,1,2,0,6335,3,0.0
11857,10773,8964,11459,9025,0,0,0,12346,2,0.0
11900,19553,15739,249,9025,0,2,0,12500,1,0.0
600,18158,3411,3448,9305,0,1,0,5195,2,0.0
9246,15623,13660,12623,13971,1,0,0,11276,0,0.0
4012,11495,1604,15123,16110,0,2,0,10309,3,0.0
5177,190,7719,10385,3068,1,2,0,2174,3,0.0
11745,16218,1768,5574,5626,0,0,0,19762,0,0.0
8299,10794,234,13998,14312,1,2,0,13531,2,1.0
7972,10815,9764,2713,3255,1,0,0,17059,1,0.0
4882,18037,3909,2628,4713,1,2,0,7014,0,0.0
1793,2255,19896,9015,9641,0,1,0,7442,0,0.0
3566,19987,16390,8715,9286,0,1,0,1200,0,0.0
8838,6749,7163,1159,7926,1,1,0,15864,0,0.0
18844,17,9691,11069,9092,1,2,0,16368,1,0.0
13604,7303,5969,1423,15329,0,2,0,15875,2,0.0
10080,16817,12400,1705,7101,0,2,0,9874,0,0.0
14519,11039,3820,1323,2776,1,1,0,2186,0,0.0
6916,2563,16169,18509,13326,0,2,0,1764,0,0.0
14544,8740,17896,9100,6259,1,0,0,642,2,0.0
18052,13865,19674,13225,5155,0,0,0,11792,3,0.0
10786,9211,8339,4347,8805,0,1,0,4251,3,0.0
7165,16953,12071,19675,1544,0,2,0,6424,3,0.0
3520,902,6979,16546,9910,0,1,0,3320,2,0.0
9626,12731,10958,19374,9167,0,3,0,1480,0,1.0
13773,9297,1015,2794,10525,0,3,0,15413,3,0.0
5731,9309,13199,10475,3296,1,3,0,10234,1,0.0
7239,3009,2641,3959,5708,1,1,0,16250,1,0.0
353,15090,3851,11705,926,1,2,0,18582,0,0.0
10858,951,3600,13414,4116,1,3,0,12679,0,0.0
15686,9993,14344,7612,2103,1,3,0,1545,2,0.0
488,16838,12537,4250,872,0,1,0,6284,1,0.0
15682,16310,12978,16748,13197,1,2,0,12019,1,0.0
9992,8440,4206,7004,779,1,1,0,19919,1,0.0
16318,19566,17125,2157,6585,1,1,0,12199,1,1.0
417,19507,16383,3619,6964,0,2,0,10223,2,0.0
6763,12227,2973,17024,5000,0,3,0,17934,2,0.0
7253,7525,13996,14043,4263,0,1,0,18680,1,1.0
11249,12314,17130,18966,1712,1,0,0,5167,2,1.0
13884,7937,10061,18075,14129,0,0,0,3944,3,0.0
2454,15152,14651,6580,9140,1,2,0,10909,0,0.0
8116,2214,15263,6016,13517,1,1,1,705,3,0.0
16193,10621,4246,5358,5821,1,0,0,5757,2,0.0
7316,7194,8786,7841,11225,1,2,0,13384,1,1.0
4017,971,8323,4573,16203,0,0,0,13554,1,0.0
13388,17439,9979,17258,9016,1,3,0,16551,3,0.0
16115,9952,4861,14328,9148,1,1,0,15934,2,0.0
4505,12417,1668,18761,12548,0,1,0,14313,2,0.0
15946,7047,8177,10872,14240,1,0,1,7332,1,0.0
13490,9286,6342,9520,2605,0,3,0,3458,3,0.0
9259,13255,8203,4834,14606,1,2,0,12986,3,0.0
9438,9576,4378,30,14923,0,2,0,11458,0,0.0
10636,19789,18618,18366,9212,1,0,0,4421,3,0.0
12783,1819,2291,2979,4055,1,1,0,16118,3,0.0
2687,13949,3499,15788,14180,1,1,0,7270,3,0.0
15400,4379,4356,13655,8106,1,1,0,18300,1,0.0
14221,10032,12710,4960,9625,0,0,0,17342,1,0.0
10002,10272,14822,6032,1106,1,0,0,2857,1,0.0
10473,11380,19626,6752,14976,1,0,0,698,1,0.0
7560,6361,2800,2476,9088,0,3,0,2378,3,0.0
3675,4396,17498,13894,14358,0,2,0,16342,0,0.0
3233,13057,18997,17632,9375,0,3,0,6984,3,0.0
5571,13760,10183,10457,12289,1,0,0,7360,2,0.0
6595,8951,10063,7325,13750,0,1,0,12050,0,0.0
18407,8088,12736,19934,7987,1,1,0,11116,0,0.0
12217,14716,18462,975,8644,1,1,0,18998,1,0.0
13053,12579,17093,2383,5605,0,3,0,12653,3,0.0
15852,13679,10315,3839,9333,1,0,0,5731,3,0.0
792,3235,9716,14429,7258,1,2,0,8792,0,0.0
7047,5042,9774,19276,13386,0,0,0,14876,3,0.0
10239,4599,12143,18874,12526,0,2,0,9399,0,0.0
5780,16077,844,16801,9801,0,1,0,15548,0,0.0
13740,6494,4034,12340,6344,1,1,1,4899,2,0.0
13552,5165,17840,6220,9153,0,2,0,6474,1,0.0
959,5232,3353,9744,3121,1,2,1,19062,1,0.0
15922,5004,15295,18887,9127,1,0,0,13029,1,0.0
5083,8308,14049,16256,11780,1,2,0,2669,0,0.0
1451,2499,13519,480,10255,0,3,0,11087,2,0.0
13406,1535,9138,3626,13865,0,3,0,3313,3,0.0
6194,7470,4855,3596,7846,1,3,1,1826,2,0.0
19027,13243,15619,18572,6797,1,0,0,18578,2,1.0
9148,13136,14824,16553,14604,1,1,0,8268,1,0.0
3462,19803,10138,1634,6711,1,1,0,6037,0,1.0
1176,12334,7617,1529,1037,0,2,0,2068,2,0.0
17685,1438,9739,4826,6294,0,0,0,9654,3,0.0
13918,9530,4156,9381,7911,0,1,0,12309,3,0.0
4456,10520,8558,1410,15029,0,1,0,10336,3,0.0
19339,10247,7935,18692,9377,0,0,0,13319,1,0.0
6136,16375,11722,11093,14351,0,1,1,1017,3,0.0
5586,2495,17105,3099,8719,0,3,0,17944,0,0.0
15922,5004,15295,18887,9127,1,0,0,13029,1,0.0
12852,11145,5571,2293,7852,0,2,0,17300,0,0.0
9156,19599,6712,14144,6984,1,3,0,12794,2,1.0
4439,16324,19582,18650,10214,0,2,0,18637,1,0.0
10639,13592,11350,17219,237,0,1,0,3394,2,0.0
16991,11532,148,14310,9737,0,2,0,15915,2,0.0
11558,918,18733,4787,5341,0,3,0,7388,3,0.0
17196,16162,2883,16135,13054,1,0,0,15821,3,0.0
1757,4862,11989,15414,693,1,2,0,2053,0,0.0
9386,11697,684,13918,71,1,3,0,14007,0,0.0
12709,13890,17939,16529,7215,0,3,0,9047,2,0.0
16942,10478,11118,2944,7837,1,2,0,9740,1,0.0
10298,12431,6137,11447,9127,0,1,0,17788,0,0.0
3098,9694,3047,14701,9149,0,2,1,12842,2,0.0
8806,7452,18243,3908,9113,0,0,0,3325,0,1.0
3158,5138,8884,10568,9535,0,0,0,5846,2,1.0
18814,9380,11453,8444,2987,0,2,1,7119,3,0.0
9990,6821,8103,8956,3022,0,1,1,11991,1,0.0
3625,18960,4977,13920,9243,1,1,0,1029,1,0.0
16740,6929,18308,16012,8359,0,1,0,19344,2,0.0
14011,13046,11504,9504,4719,0,1,0,8795,3,1.0
10718,1144,4142,9825,3868,0,0,1,8483,1,0.0
13050,5731,17518,7222,11771,1,0,0,4148,3,0.0
62,2064,18647,1734,10686,1,3,0,10759,0,0.0
15344,13171,13632,17473,4725,1,3,0,6622,2,0.0
9953,1903,14210,1960,7246,1,2,0,17594,1,0.0
3699,9918,19309,10627,9362,1,2,0,1624,0,1.0
3750,288,12404,9357,5979,1,1,0,18847,1,0.0
1842,9586,3574,8222,3154,0,2,0,14519,1,0.0
15636,8949,1250,3928,202,1,2,0,8009,3,0.0
6082,14517,11676,2583,15031,1,0,0,18669,3,0.0
1156,9834,13357,15538,11455,0,3,0,14999,1,0.0
3965,13813,2674,1094,9007,0,3,0,5286,2,0.0
6108,14734,9357,5380,11301,0,2,0,14417,1,0.0
979,13038,17239,5263,6923,0,3,0,6840,0,0.0
5517,8129,16398,2413,3794,0,1,0,3563,2,1.0
16380,18981,7823,6555,13745,1,1,1,3517,0,0.0
16084,1973,12731,15723,2260,0,1,0,4080,1,0.0
6262,4768,2175,5994,15457,1,1,0,16186,0,0.0
19550,11019,5439,17586,8983,1,3,0,11815,0,0.0
3435,10970,6662,12886,8661,0,2,0,11591,2,0.0
5317,4198,18763,395,9038,1,3,1,16529,2,0.0
15839,10739,8546,736,15510,1,3,0,12894,1,0.0
305,12673,17139,1680,16182,1,0,0,1829,2,1.0
10715,13198,9719,11624,14295,1,0,0,3986,1,0.0
8958,10684,2325,8578,6528,0,3,0,14246,1,0.0
4320,16626,8347,18264,9309,0,0,1,10960,3,0.0
8439,17504,18813,10356,14141,1,3,0,10143,0,0.0
12135,13607,17524,6518,7106,1,2,0,18640,2,0.0
10096,11958,18695,18548,11039,0,1,0,19437,3,0.0
19217,6344,19878,7590,7917,1,3,0,5891,2,0.0
12941,13909,19946,9166,6516,1,3,0,13083,2,0.0
4265,609,10029,11579,5352,0,3,0,15686,0,0.0
15348,13239,16186,16638,13292,1,1,0,14196,3,0.0
4942,9668,14605,15155,3476,1,1,1,18103,0,0.0
5761,29,2604,8616,12924,0,2,0,13255,1,0.0
13202,19723,12482,7652,11721,0,1,0,12897,3,0.0
11841,18983,19088,11457,561,0,3,0,6357,1,0.0
7529,12759,10058,14685,10575,0,3,0,5188,2,0.0
6037,947,7049,19239,13295,0,3,0,6144,0,0.0
16763,6704,17997,1141,3142,1,0,0,3016,2,0.0
14591,12340,19517,11034,4504,0,3,0,17644,0,0.0
11871,8921,18957,17853,5840,1,0,0,19661,0,0.0
9627,11939,1858,12289,10263,1,1,0,8323,1,0.0
10024,13242,3385,35,4748,0,0,0,676,1,0.0
8177,11084,10625,7888,178,1,1,1,4200,1,0.0
1181,17678,15309,13348,8842,0,1,0,1235,3,0.0
6147,10802,5954,1262,4634,0,2,0,18594,0,0.0
16976,12056,13043,16903,9068,0,3,0,19862,1,0.0
16789,3218,2652,4647,9850,1,1,0,8007,2,0.0
19698,13297,17876,5283,9283,1,2,0,17959,3,0.0
11519,14795,7689,17702,9211,0,1,0,9672,2,1.0
6976,15509,3908,6158,3025,1,1,0,14615,0,0.0
19054,9375,17934,11465,8618,1,3,0,6345,3,0.0
3456,7569,17446,15768,5877,0,0,0,8183,3,0.0
8147,12301,5437,6798,3808,0,2,0,2637,2,0.0
8772,530,18219,12248,11603,0,1,0,19873,0,0.0
1793,2255,19896,9015,9641,0,1,0,7442,0,0.0
11771,15706,17035,6322,15902,0,3,0,16135,3,0.0
15102,15973,12694,13868,13722,1,3,0,14141,3,0.0
18546,19336,19871,8887,12917,1,3,0,8130,1,0.0
15428,17667,1251,10718,3371,0,2,0,12181,2,0.0
9342,12426,14280,16988,4540,0,1,1,12994,0,0.0
3426,8634,11252,8712,9358,0,2,0,1217,2,0.0
8267,3600,16352,13357,9429,1,2,0,8866,0,0.0
17395,2104,17834,4160,9371,0,1,0,7822,0,0.0
14363,18347,19321,2156,15813,1,0,0,11106,0,1.0
11065,9425,5401,1320,9311,1,2,0,2182,0,0.0
16202,6269,12469,1071,9230,1,1,0,6121,2,0.0
13037,8660,15315,9840,10468,0,2,0,7040,2,0.0
520,14139,12835,1647,9282,1,1,0,14908,0,0.0
9450,531,16733,11681,9241,0,1,0,3970,3,0.0
19279,4693,12046,11811,5976,1,3,0,10742,1,0.0
11612,4578,18024,17462,9185,1,3,0,15980,1,1.0
5397,12041,1276,1273,9175,0,1,0,14217,1,0.0
18893,18498,5517,1160,419,0,3,0,1702,2,0.0
3430,19399,7360,13578,4597,1,1,0,397,0,0.0
1508,15220,11464,17840,7372,1,3,0,17281,2,0.0
3819,9581,3422,18391,14124,1,2,0,8089,1,0.0
13396,4307,11898,11661,12774,1,2,0,13571,0,0.0
11807,6606,15782,3420,15369,1,1,0,10802,1,0.0
9592,10025,1970,331,1382,0,1,0,10485,0,0.0
278,3525,13488,3321,9038,0,0,0,9241,3,0.0
11077,8773,16225,13929,9630,1,0,1,12171,3,0.0
2430,17014,16711,11498,10856,1,2,0,17196,1,0.0
16919,4759,14804,14780,13821,0,2,0,11881,1,0.0
1455,9862,16515,16843,3935,1,3,0,5649,3,0.0
2794,10190,19905,6755,10041,0,2,0,15563,2,0.0
17839,8947,19392,13304,9105,0,1,0,10427,1,0.0
89,15957,3857,10322,13612,1,0,0,10967,0,0.0
270,18522,7616,13973,606,0,2,0,11523,2,1.0
19987,15589,2355,11353,1985,1,2,0,18006,2,0.0
18439,2077,14887,16955,2054,1,2,0,19593,3,0.0
7848,2443,19299,5850,8971,1,3,0,7845,2,0.0
17863,12640,8155,10499,9218,0,0,0,15982,0,0.0
8416,15529,13433,10312,5745,0,2,0,12169,0,0.0
14428,19533,1341,2581,12155,0,1,0,17841,2,0.0
13852,5951,19922,17743,9164,1,3,0,10212,3,0.0
9076,5985,10979,1,4663,0,2,0,3113,0,1.0
1949,15405,7611,6807,14532,0,3,0,18730,1,0.0
17455,9495,19753,8189,11698,1,1,0,2888,3,0.0
437,14786,14190,15105,7644,1,2,0,18729,1,0.0
11087,5703,3653,4055,4470,1,1,0,13593,3,0.0
9270,7906,16204,228,15017,0,0,0,11562,0,0.0
15464,15121,4163,17988,11944,1,3,0,14916,3,0.0
14081,13941,8354,19527,5318,0,0,0,15109,3,0.0
14977,5585,5721,5573,7799,1,2,0,13273,1,0.0
17673,5838,15627,19973,9143,1,2,0,2624,1,1.0
15916,5592,19383,8660,7813,1,3,0,15663,2,0.0
3186,9431,12474,4470,2497,0,1,0,5750,0,0.0
18794,1807,4599,19238,7525,1,0,0,16804,0,1.0
467,5836,3595,8186,10910,1,0,0,14091,3,0.0
6127,19396,964,198,4027,0,2,0,1006,1,0.0
4967,6786,2345,15699,8650,0,1,0,14,0,0.0
10667,5751,10076,18895,4299,1,1,0,14920,0,0.0
16118,5699,17101,1059,8467,0,1,1,15760,2,1.0
12914,17572,18544,6209,8694,1,0,0,11220,1,0.0
792,3235,9716,14429,7258,1,2,0,8792,0,1.0
13375,1427,7353,19825,14508,0,0,1,7734,2,0.0
14403,17452,1293,14886,7080,0,1,1,9253,0,1.0
15479,1662,17297,13277,3206,1,1,0,7886,0,0.0
6078,7078,5830,14005,584,0,0,0,944,2,0.0
17257,7231,10693,17484,15230,0,2,1,1778,3,0.0
6389,11522,13329,9464,6143,0,1,0,17391,0,0.0
12553,7871,7648,14490,7361,0,2,0,11935,2,0.0
1247,10697,1801,12890,4830,0,3,1,2797,2,0.0
8621,2698,4362,3392,5379,1,0,0,16565,2,0.0
5182,1810,4627,18847,12899,1,2,1,1396,3,0.0
17443,9067,19306,1188,4689,1,3,0,14322,2,0.0
6991,1858,16691,1312,2253,1,2,0,12667,3,0.0
2201,10472,15449,11378,11369,1,1,0,9903,0,0.0
17840,8536,16817,10955,9108,0,3,0,7326,1,0.0
9050,14107,4158,19607,9783,1,3,0,8940,3,0.0
11957,18132,13533,18896,13553,0,0,0,4808,2,0.0
10365,13666,7520,8279,9706,1,2,0,17354,1,0.0
19885,1652,10925,19601,10770,0,1,0,11307,2,0.0
18720,8279,11267,989,7657,0,1,0,15782,1,0.0
5712,4866,10770,3903,344,1,1,0,3209,2,0.0
2733,18884,14491,6815,16172,1,1,0,15661,1,0.0
12151,4635,8966,14843,9376,0,3,0,14701,1,0.0
3397,12721,11781,6025,8532,0,2,0,17023,1,0.0
13265,8111,1495,5139,5012,1,0,0,16986,3,0.0
9316,12471,14257,4088,10683,1,3,0,15031,3,0.0
19749,1131,9687,17477,14938,0,0,0,16282,0,0.0
10502,14509,13770,1339,10778,1,0,0,3923,3,0.0
15513,3098,6851,2299,15005,0,2,0,13857,2,0.0
15325,7711,10132,10435,4794,1,2,0,10512,0,0.0
4506,6414,7243,19236,15690,0,3,0,4034,0,0.0
8685,17311,8613,16246,9356,0,2,0,18208,3,0.0
11171,17607,8983,2108,1618,0,0,0,5378,3,0.0
13657,9040,10220,6641,10715,1,1,0,13069,3,0.0
12533,17381,10473,11595,321,0,0,0,79,1,0.0
5452,7089,8700,4349,9024,0,3,0,18209,0,0.0
13785,15149,18876,12555,2604,1,0,0,4975,0,1.0
18394,2049,2472,3680,9216,0,2,1,3718,3,1.0
4396,19491,6046,10448,1457,0,0,0,11732,1,0.0
15673,5458,2425,9149,12026,0,3,0,7894,3,0.0
16473,842,1291,15497,928,1,0,0,1502,3,0.0
16682,5878,4112,5977,10891,1,2,0,14645,1,0.0
17775,18237,2421,10042,4370,1,1,0,18199,3,0.0
13982,6371,10871,19684,16120,1,3,0,9919,0,0.0
7897,5363,9341,12773,9214,0,2,0,687,1,0.0
5333,12354,17148,8519,9374,0,3,0,12869,3,0.0
18863,19116,7703,3258,9069,1,2,0,123,2,0.0
5745,5048,13500,19184,2,1,3,0,12822,3,0.0
5686,17726,6239,1021,9312,0,1,1,382,3,0.0
15187,11138,4447,18952,13702,0,3,0,721,3,0.0
10784,19454,10112,7434,9827,0,1,0,4812,2,0.0
877,16171,16983,12954,7338,1,1,0,14837,1,0.0
9462,10182,17968,15571,1381,0,2,0,10859,0,0.0
11857,10773,8964,11459,9025,0,0,0,12346,2,0.0
1335,3535,1523,11646,2040,0,3,0,15452,1,0.0
1952,3038,863,2924,14438,1,1,0,2853,3,0.0
10295,12294,14087,16291,8826,1,2,0,5209,1,0.0
17455,9495,19753,8189,11698,1,1,0,2888,3,0.0
5269,16413,1991,1189,13779,0,1,0,1831,0,0.0
3358,17603,9681,15530,5774,1,0,0,17876,1,0.0
4754,5492,18608,1445,69,0,0,0,179,1,0.0
16119,15048,382,7187,9168,1,2,0,5416,3,0.0
17272,15739,9078,9858,7572,1,0,0,8316,2,0.0
11663,9400,12708,16600,2783,0,0,0,18347,1,0.0
